country,year,gdp,population,unemployment,gdp_growth,gdp_per_capita,growth_category,decade,population_growth,gdp_category
East Asia & Pacific,1975,949601251437.203,1439634332.0,6.06402519158205,3.55238184721003,659.6128130106326,Medium,1970,1.849152272508392,Low GDP
East Asia & Pacific,1976,1044586002622.97,1463747757.0,6.06402519158205,4.18279627283766,713.6379868918699,Medium,1970,1.6749687378252887,Low GDP
East Asia & Pacific,1977,1244835424362.48,1486397441.0,6.06402519158205,5.20541278042658,837.4849081582078,High,1970,1.5473761713166612,Low GDP
East Asia & Pacific,1978,1572466264984.33,1509073118.0,6.06402519158205,5.80299278186654,1042.0080022817888,High,1970,1.5255460198279502,Low GDP
East Asia & Pacific,1979,1707937978688.0,1532261700.0,6.06402519158205,5.93244256665122,1114.6516151177048,High,1970,1.5366108986642146,Low GDP
East Asia & Pacific,1980,1847683906919.31,1555055871.0,6.06402519158205,3.75031679759388,1188.1784708681441,Medium,1980,1.4876160514878167,Low GDP
East Asia & Pacific,1981,2035238690119.8,1578588756.0,6.06402519158205,4.63773646988462,1289.277325955944,Medium,1980,1.5133144370476526,Low GDP
East Asia & Pacific,1982,1993801305392.76,1604460320.0,6.06402519158205,4.16312048093772,1242.6616479943611,Medium,1980,1.6389046166498833,Low GDP
East Asia & Pacific,1983,2122245718331.56,1630462798.0,6.06402519158205,4.43118497580919,1301.621675106481,Medium,1980,1.6206370251649505,Low GDP
East Asia & Pacific,1984,2270398820971.54,1655263328.0,6.06402519158205,6.17753895711249,1371.6239480245042,High,1980,1.5210730370801118,Low GDP
East Asia & Pacific,1985,2394790644030.34,1680467718.0,6.06402519158205,5.71243762583053,1425.0738757900613,High,1980,1.5226815923272907,Low GDP
East Asia & Pacific,1986,3129485037094.75,1706848439.0,6.06402519158205,4.93664987808855,1833.487359269132,Medium,1980,1.5698439617392257,Low GDP
East Asia & Pacific,1987,3674655679101.68,1734703629.0,6.06402519158205,6.28617246267005,2118.3190129255677,High,1980,1.6319662228662546,Low GDP
East Asia & Pacific,1988,4417683853665.45,1762936165.0,6.06402519158205,7.62358174636913,2505.8671671560214,High,1980,1.6275135145866537,Low GDP
East Asia & Pacific,1989,4601033436533.33,1790597018.0,6.06402519158205,5.14911457873428,2569.552719166502,High,1980,1.569021814241367,Low GDP
East Asia & Pacific,1990,4803290180331.84,1817735909.0,6.06402519158205,5.08586209559229,2642.457662056254,High,1990,1.5156336533114878,Low GDP
East Asia & Pacific,1991,5427202639061.34,1844189975.0,2.45960141823165,4.89960593153,2942.8652756131264,Medium,1990,1.4553305498901326,Low GDP
East Asia & Pacific,1992,5932829360031.94,1869074614.0,2.45298512544046,4.28055575052421,3174.2068056529392,Medium,1990,1.349353338719883,Low GDP
East Asia & Pacific,1993,6636847751412.68,1893258583.0,2.70801641148741,4.24372190081594,3505.5157340927685,Medium,1990,1.2939006724961066,Low GDP
East Asia & Pacific,1994,7425405636883.66,1917389243.0,2.97684115736109,5.27325639243882,3872.664699665085,High,1990,1.274557010683841,Low GDP
East Asia & Pacific,1995,8434543754117.74,1941185229.0,3.05225354598453,5.71705419505545,4345.048390082171,High,1990,1.2410618285710218,Low GDP
East Asia & Pacific,1996,8130483838052.5,1964830092.0,3.16713936232141,5.65663628691702,4138.00861008622,High,1990,1.218063204209563,Low GDP
East Asia & Pacific,1997,7772693781558.03,1988067577.0,3.25632597864275,4.10983108092348,3909.672825753262,Medium,1990,1.1826714734578747,Low GDP
East Asia & Pacific,1998,6955954583769.84,2010443502.0,3.54773877147608,0.491547066001303,3459.910500767626,Low,1990,1.125511288392178,Low GDP
East Asia & Pacific,1999,7773840546154.07,2030912462.0,3.65945976901506,3.81114222656306,3827.757567895642,Medium,1990,1.0181315704538507,Low GDP
East Asia & Pacific,2000,8412453304524.13,2050149617.0,3.56333033432491,5.46046822047464,4103.336280809661,High,2000,0.9472173399859729,Low GDP
East Asia & Pacific,2001,7826463883839.79,2068682053.0,3.96606605575514,3.31347260685814,3783.309219746873,Medium,2000,0.9039552941076945,Low GDP
East Asia & Pacific,2002,7956172633989.7,2086144389.0,4.26557821608325,4.44552675504879,3813.816855602942,Medium,2000,0.844128558793078,Low GDP
East Asia & Pacific,2003,8753448863353.34,2102761941.0,4.47961803252938,4.99196829478505,4162.83398166818,Medium,2000,0.7965676818739054,Low GDP
East Asia & Pacific,2004,9819681145695.01,2118747885.0,4.42980737625595,5.8961192968507,4634.662394339102,High,2000,0.7602355591616705,Low GDP
East Asia & Pacific,2005,10482706260278.9,2134573057.0,4.47463469156014,5.9566497873921,4910.914726437915,High,2000,0.746911518450899,Low GDP
East Asia & Pacific,2006,11119747675836.3,2150688938.0,4.351012904116,6.47993129557409,5170.318905428016,High,2000,0.7549931798844112,Low GDP
East Asia & Pacific,2007,12437519828885.7,2167046538.0,4.30429852915007,7.48405766634296,5739.3875077387465,High,2000,0.7605748888638297,Low GDP
East Asia & Pacific,2008,14343483215174.2,2183472438.0,4.38194930101755,4.43315617318123,6569.115765121556,Medium,2000,0.7579855675439173,Low GDP
East Asia & Pacific,2009,14764315682393.8,2199148703.0,4.47420796985744,2.62409609496959,6713.650451310023,Medium,2000,0.7179511280828832,Low GDP
East Asia & Pacific,2010,17239317220822.1,2214613815.0,4.22455076502669,7.62675265966158,7784.344658222995,High,2010,0.7032317541284527,Low GDP
East Asia & Pacific,2011,19978722203920.9,2230826576.0,4.13091004622057,5.45100196166661,8955.748698199523,High,2010,0.7320807307435784,Low GDP
East Asia & Pacific,2012,21382308600766.1,2249081393.0,4.0605301268473,5.20891395964568,9507.129740753719,High,2010,0.8182983471862748,Low GDP
East Asia & Pacific,2013,21659293723344.2,2267072102.0,4.05303743028521,5.27881586451304,9553.861875075114,High,2010,0.7999136472336632,Low GDP
East Asia & Pacific,2014,22372206647098.1,2284385542.0,4.02541580416077,4.79835612587867,9793.533637719942,Medium,2010,0.76369163489447,Low GDP
East Asia & Pacific,2015,22299105656919.6,2300844269.0,4.08987694775025,4.7187640804806,9691.705760951525,Medium,2010,0.7204881442906652,Low GDP
East Asia & Pacific,2016,23089672188769.4,2317076058.0,4.00393781457677,4.65562872024383,9965.00400107686,Medium,2010,0.7054709968291162,Low GDP
East Asia & Pacific,2017,24656162308335.2,2333475520.0,3.87456480348735,5.0621276153982,10566.282824486283,High,2010,0.7077653728015942,Medium GDP
East Asia & Pacific,2018,26853593303707.3,2347576325.0,3.75442452697159,4.79489718189352,11438.858459141813,Medium,2010,0.6042833909823964,Medium GDP
East Asia & Pacific,2019,27427259967363.2,2359762190.0,3.82442011949597,4.04297018230737,11622.891528473554,Medium,2010,0.5190828034100203,Medium GDP
East Asia & Pacific,2020,27578839610232.4,2369420882.0,4.29658340250273,-0.0574924656287692,11639.485335738844,Low,2020,0.40930785487329757,Medium GDP
East Asia & Pacific,2021,31675719814404.9,2375117716.0,4.06219092494547,6.34482611371077,13336.484167088289,High,2020,0.24043149291363974,Medium GDP
East Asia & Pacific,2022,31266291368260.6,2379617118.0,4.10032254258298,2.9996184966993,13139.210981361162,Medium,2020,0.1894391157831743,Medium GDP
East Asia & Pacific,2023,31417826880875.0,2384441485.0,3.86187012642211,4.20566738267351,13176.178605563475,Medium,2020,0.20273711108846904,Medium GDP
East Asia & Pacific,2024,32017179839273.0,2388319494.0,3.80594017324633,3.79010550023051,13405.735673015028,Medium,2020,0.16263804435527884,Medium GDP
East Asia & Pacific (IDA & IBRD countries),1960,80803222392.8859,884252517.0,6.06402519158205,4.01863104412614,91.3802571544005,Medium,1960,0.0,Low GDP
East Asia & Pacific (IDA & IBRD countries),1961,71174424446.8864,883558197.0,6.06402519158205,-13.4346040088505,80.55431400959138,Low,1960,-0.07852055681510928,Low GDP
East Asia & Pacific (IDA & IBRD countries),1962,64922599309.2546,895224912.0,6.06402519158205,-0.671942014112147,72.52099270139011,Low,1960,1.3204240580431126,Low GDP
East Asia & Pacific (IDA & IBRD countries),1963,70216443534.957,918259043.0,6.06402519158205,6.46293439640138,76.4669229998065,High,1960,2.572999331368031,Low GDP
East Asia & Pacific (IDA & IBRD countries),1964,81101169480.9704,940909509.0,6.06402519158205,10.8315109822563,86.19444134129841,High,1960,2.4666749728921467,Low GDP
East Asia & Pacific (IDA & IBRD countries),1965,94498004640.0973,964163938.0,6.06402519158205,10.8233007049418,98.0103081184699,High,1960,2.471484109530886,Low GDP
East Asia & Pacific (IDA & IBRD countries),1966,103377065683.287,990719244.0,6.06402519158205,8.0210736992167,104.34547053502779,High,1960,2.754231407480834,Low GDP
East Asia & Pacific (IDA & IBRD countries),1967,100371950314.405,1016529846.0,6.06402519158205,-1.45220461741205,98.73979668119355,Low,1960,2.6052387854898607,Low GDP
East Asia & Pacific (IDA & IBRD countries),1968,101476791156.079,1043349620.0,6.06402519158205,1.73276630300407,97.2605818901616,Low,1960,2.6383656225672736,Low GDP
East Asia & Pacific (IDA & IBRD countries),1969,114101000754.857,1071912603.0,6.06402519158205,11.4209366714582,106.44617894734931,High,1960,2.7376233673234163,Low GDP
East Asia & Pacific (IDA & IBRD countries),1970,127052297158.08,1101240545.0,6.06402519158205,13.4819987128943,115.3719754825046,High,1970,2.7360385462321224,Low GDP
East Asia & Pacific (IDA & IBRD countries),1971,136440829735.232,1131095541.0,6.06402519158205,6.77128734791617,120.62714844990445,High,1970,2.711033128552298,Low GDP
East Asia & Pacific (IDA & IBRD countries),1972,155359237838.582,1159220113.0,6.06402519158205,4.8930249330939,134.02048161200426,Medium,1970,2.486489512206469,Low GDP
East Asia & Pacific (IDA & IBRD countries),1973,195413149940.391,1186384756.0,6.06402519158205,8.25723174507512,164.71313286192543,High,1970,2.3433550449447837,Low GDP
East Asia & Pacific (IDA & IBRD countries),1974,221440713584.624,1212035036.0,6.06402519158205,3.91884444297487,182.70157793080827,Medium,1970,2.162054078179687,Low GDP
East Asia & Pacific (IDA & IBRD countries),1975,248519521080.329,1235222835.0,6.06402519158205,6.71818898426018,201.19407935032953,High,1970,1.9131294320109182,Low GDP
East Asia & Pacific (IDA & IBRD countries),1976,252686739157.612,1256698596.0,6.06402519158205,2.75248023769517,201.07187193643685,Medium,1970,1.7386143124531905,Low GDP
East Asia & Pacific (IDA & IBRD countries),1977,291229976122.31,1276830008.0,6.06402519158205,7.46458246020293,228.08829233148003,High,1970,1.6019284229390474,Low GDP
East Asia & Pacific (IDA & IBRD countries),1978,282630837737.006,1297059239.0,6.06402519158205,9.18022504705924,217.9012563488675,High,1970,1.5843323600834402,Low GDP
East Asia & Pacific (IDA & IBRD countries),1979,327249769951.168,1317673957.0,6.06402519158205,7.01139071771335,248.35413055914864,High,1970,1.5893428287742317,Low GDP
East Asia & Pacific (IDA & IBRD countries),1980,377549806578.642,1338009609.0,6.06402519158205,7.46215320749121,282.1727168766858,High,1980,1.543299227549344,Low GDP
East Asia & Pacific (IDA & IBRD countries),1981,403129803803.166,1358992800.0,6.06402519158205,5.5699822519141,296.6386604867708,High,1980,1.5682391859414446,Low GDP
East Asia & Pacific (IDA & IBRD countries),1982,423407966724.839,1382326011.0,6.06402519158205,6.44041404058093,306.30109204017504,High,1980,1.7169488315169845,Low GDP
East Asia & Pacific (IDA & IBRD countries),1983,443371246698.137,1405938773.0,6.06402519158205,7.67751175078084,315.35601351406575,High,1980,1.7081905290140753,Low GDP
East Asia & Pacific (IDA & IBRD countries),1984,480403927228.946,1428557744.0,6.06402519158205,10.0171177515483,336.28597041083,High,1980,1.6088162183432342,Low GDP
East Asia & Pacific (IDA & IBRD countries),1985,526032437680.959,1451742188.0,6.06402519158205,7.92971477058349,362.3456299810714,High,1980,1.6229266263387387,Low GDP
East Asia & Pacific (IDA & IBRD countries),1986,524621676243.052,1476236205.0,6.06402519158205,7.14273867849811,355.3778687083833,High,1980,1.6872153473575402,Low GDP
East Asia & Pacific (IDA & IBRD countries),1987,518488360539.102,1502192372.0,6.06402519158205,9.17389846719479,345.15443574566495,High,1980,1.7582665234795458,Low GDP
East Asia & Pacific (IDA & IBRD countries),1988,575525093193.548,1528559240.0,6.06402519158205,9.77406257111906,376.5147454759738,High,1980,1.7552257947426098,Low GDP
East Asia & Pacific (IDA & IBRD countries),1989,622193930069.762,1554321275.0,6.06402519158205,5.68499136700827,400.29943620874775,High,1980,1.6853802146392427,Low GDP
East Asia & Pacific (IDA & IBRD countries),1990,666725912038.333,1579651917.0,6.06402519158205,5.15305918051195,422.0714100765612,High,1990,1.6296915192131056,Low GDP
East Asia & Pacific (IDA & IBRD countries),1991,723904575173.197,1604095270.0,2.4073196083798,8.09157546063869,451.2852750779553,High,1990,1.5473885567411472,Low GDP
East Asia & Pacific (IDA & IBRD countries),1992,812130263840.671,1627147885.0,2.37576826157152,11.2465846353972,499.1127551019562,High,1990,1.4371100913476376,Low GDP
East Asia & Pacific (IDA & IBRD countries),1993,891466245843.003,1649557492.0,2.62936653616558,11.3102833332944,540.4275086903143,High,1990,1.3772323466468395,Low GDP
East Asia & Pacific (IDA & IBRD countries),1994,1073279171690.89,1671877438.0,2.93069940629993,10.9480058151038,641.9604375873455,High,1990,1.3530868798600215,Low GDP
East Asia & Pacific (IDA & IBRD countries),1995,1324237119507.35,1693960469.0,3.01496053849378,9.93615839157071,781.740273011855,High,1990,1.3208522645306475,Low GDP
East Asia & Pacific (IDA & IBRD countries),1996,1521371528098.09,1715764488.0,3.12070620503968,9.10574324720939,886.701839756279,High,1990,1.2871622094505986,Low GDP
East Asia & Pacific (IDA & IBRD countries),1997,1574968030449.8,1737429846.0,3.21237864407138,7.3955982159604,906.4930213301976,High,1990,1.2627233021505369,Low GDP
East Asia & Pacific (IDA & IBRD countries),1998,1439654527490.28,1758263635.0,3.38242232824111,3.00320539010922,818.7933247509154,Medium,1990,1.1991154087725997,Low GDP
East Asia & Pacific (IDA & IBRD countries),1999,1585945646801.91,1777464322.0,3.47579200535286,6.45014299190909,892.2517471503487,High,1990,1.0920254857002654,Low GDP
East Asia & Pacific (IDA & IBRD countries),2000,1746600304168.03,1795374943.0,3.43001128152857,7.72781464278273,972.8331739160459,High,2000,1.0076500989818493,Low GDP
East Asia & Pacific (IDA & IBRD countries),2001,1860776095129.07,1812475067.0,3.85850449672084,6.98037371250513,1026.6492096958982,High,2000,0.952454197195518,Low GDP
East Asia & Pacific (IDA & IBRD countries),2002,2061454246187.87,1828744767.0,4.17741336740834,8.15469726244729,1127.2509337481922,High,2000,0.8976509689001988,Low GDP
East Asia & Pacific (IDA & IBRD countries),2003,2335145056810.17,1844349334.0,4.428076738741,9.02324508755983,1266.1077886724088,High,2000,0.8532938702867199,Low GDP
East Asia & Pacific (IDA & IBRD countries),2004,2709157341014.45,1859450104.0,4.42310310906886,9.14870312292673,1456.9669469412395,High,2000,0.8187586658135793,Low GDP
East Asia & Pacific (IDA & IBRD countries),2005,3136374977327.23,1874487158.0,4.50383702137591,10.0489530850295,1673.1909652950687,High,2000,0.8086828448718553,Low GDP
East Asia & Pacific (IDA & IBRD countries),2006,3778751294371.62,1889507244.0,4.3960838573092,11.0697749181108,1999.8607077960587,High,2000,0.8012904188698711,Low GDP
East Asia & Pacific (IDA & IBRD countries),2007,4781270693838.79,1904568042.0,4.37680263860099,12.4510064196282,2510.422619933255,High,2000,0.7970754305295591,Low GDP
East Asia & Pacific (IDA & IBRD countries),2008,6054648571433.55,1919570287.0,4.45880440548548,8.64836099430295,3154.168728510617,High,2000,0.7876980327909955,Low GDP
East Asia & Pacific (IDA & IBRD countries),2009,6573327283810.49,1934167856.0,4.43923742826889,8.01546409792515,3398.5298966784662,High,2000,0.7604602498204827,Low GDP
East Asia & Pacific (IDA & IBRD countries),2010,7998796323270.31,1948643347.0,4.17487787059342,9.89753255215437,4104.802623622592,High,2010,0.7484092425119826,Low GDP
East Asia & Pacific (IDA & IBRD countries),2011,9762256276676.58,1964036970.0,4.12377298395066,8.58476796444967,4970.505354935645,High,2010,0.78996615895357,Low GDP
East Asia & Pacific (IDA & IBRD countries),2012,10891968350841.7,1981382735.0,4.06044851591873,7.57909022403879,5497.155172719166,High,2010,0.8831689660098396,Low GDP
East Asia & Pacific (IDA & IBRD countries),2013,12032711129058.2,1998548872.0,4.06245777272466,7.31729025308712,6020.72398510663,High,2010,0.8663715846903175,Low GDP
East Asia & Pacific (IDA & IBRD countries),2014,12988712786591.7,2014960984.0,4.05853741844698,7.02298938584751,6446.136123592406,High,2010,0.8212014341973939,Low GDP
East Asia & Pacific (IDA & IBRD countries),2015,13532272043462.5,2030504270.0,4.13377205147226,6.66143007471555,6664.488345775555,High,2010,0.7713938941459997,Low GDP
East Asia & Pacific (IDA & IBRD countries),2016,13827151057380.2,2045816761.0,4.0503221911626,6.50996577419185,6758.743657287007,High,2010,0.7541225707444532,Low GDP
East Asia & Pacific (IDA & IBRD countries),2017,15097056837158.2,2061449949.0,3.92821339454137,6.66644763513349,7323.513648479175,High,2010,0.7641538723320629,Low GDP
East Asia & Pacific (IDA & IBRD countries),2018,16881316789674.4,2074796982.0,3.81860609641702,6.53695468640674,8136.370418951381,High,2010,0.6474585039755398,Low GDP
East Asia & Pacific (IDA & IBRD countries),2019,17481715455963.4,2086281644.0,3.91155753249547,5.88576805304417,8379.365032635738,High,2010,0.5535318443026238,Low GDP
East Asia & Pacific (IDA & IBRD countries),2020,17783207218899.1,2095759417.0,4.38103635885362,1.34509522212092,8485.328551859777,Low,2020,0.4542901974552427,Low GDP
East Asia & Pacific (IDA & IBRD countries),2021,21205187136185.7,2102350702.0,4.14006542894987,7.71948799394286,10086.417606735577,High,2020,0.31450580379284165,Low GDP
East Asia & Pacific (IDA & IBRD countries),2022,21537214774462.6,2107261123.0,4.24711639501186,3.54808390633288,10220.477443156722,Medium,2020,0.23356811950208112,Low GDP
East Asia & Pacific (IDA & IBRD countries),2023,21617676926854.5,2111139152.0,3.98514803684521,5.25522126120327,10239.816217881644,High,2020,0.1840317252414847,Low GDP
East Asia & Pacific (IDA & IBRD countries),2024,22233362919728.4,2114653077.0,3.91959262359653,4.96151507087535,10513.952932303324,Medium,2020,0.16644686811246867,Low GDP
East Asia & Pacific (excluding high income),1960,80886065110.4852,895961535.0,6.06402519158205,4.01863104412614,90.27850186725394,Medium,1960,0.0,Low GDP
East Asia & Pacific (excluding high income),1961,71247395333.073,895534581.0,6.06402519158205,-13.4346040088505,79.55850823037396,Low,1960,-0.04765316180677104,Low GDP
East Asia & Pacific (excluding high income),1962,64989160572.5448,907473022.0,6.06402519158205,-0.671942014112147,71.61552905376045,Low,1960,1.3331077608045971,Low GDP
East Asia & Pacific (excluding high income),1963,70288432260.5342,930810837.0,6.06402519158205,6.46293439640138,75.5131219647953,High,1960,2.5717365072258858,Low GDP
East Asia & Pacific (excluding high income),1964,81184317665.9229,953783472.0,6.06402519158205,10.8315109822563,85.11818462914495,High,1960,2.468024015925807,Low GDP
East Asia & Pacific (excluding high income),1965,94594887799.9548,977366928.0,6.06402519158205,10.8233007049418,96.78543962350525,High,1960,2.4726215847028277,Low GDP
East Asia & Pacific (excluding high income),1966,103483052014.092,1004271490.0,6.06402519158205,8.0210736992167,103.04290527464042,High,1960,2.752759606369648,Low GDP
East Asia & Pacific (excluding high income),1967,100474855679.916,1030471073.0,6.06402519158205,-1.45220461741205,97.50380996858512,Low,1960,2.6088147737819423,Low GDP
East Asia & Pacific (excluding high income),1968,101580829248.914,1057697808.0,6.06402519158205,1.73276630300407,96.03955731079098,Low,1960,2.642163930010688,Low GDP
East Asia & Pacific (excluding high income),1969,114217981695.758,1086662478.0,6.06402519158205,11.4209366714582,105.10897726585347,High,1960,2.7384636501014636,Low GDP
East Asia & Pacific (excluding high income),1970,127182556289.611,1116395242.0,6.06402519158205,13.4819987128943,113.92251731722357,High,1970,2.7361544731647536,Low GDP
East Asia & Pacific (excluding high income),1971,136580265754.987,1146649477.0,6.06402519158205,6.77599201097594,119.11248249318915,High,1970,2.709993187161941,Low GDP
East Asia & Pacific (excluding high income),1972,155518448869.276,1175176176.0,6.06402519158205,4.89569636709626,132.3362845889381,Medium,1970,2.487830812484648,Low GDP
East Asia & Pacific (excluding high income),1973,195616567916.784,1202715705.0,6.06402519158205,8.26287722733321,162.64572508994053,High,1970,2.3434383339643095,Low GDP
East Asia & Pacific (excluding high income),1974,221665588687.632,1228688547.0,6.06402519158205,3.92051049162774,180.40828103172024,Medium,1970,2.159516325597499,Low GDP
East Asia & Pacific (excluding high income),1975,248772601176.036,1252174248.0,6.06402519158205,6.72215137627883,198.67251029429892,High,1970,1.9114446095671145,Low GDP
East Asia & Pacific (excluding high income),1976,252942981187.157,1273922384.0,6.06402519158205,2.75613511561852,198.554467967616,Medium,1970,1.7368298409535798,Low GDP
East Asia & Pacific (excluding high income),1977,291532735013.151,1294303118.0,6.06402519158205,7.47121931470463,225.24301375680608,High,1970,1.599841109315192,Low GDP
East Asia & Pacific (excluding high income),1978,282919061354.682,1314775496.0,6.06402519158205,9.18791917392667,215.18431261870887,High,1970,1.5817297907490646,Low GDP
East Asia & Pacific (excluding high income),1979,327589016955.703,1335637622.0,6.06402519158205,7.01692543742884,245.26788670804828,High,1970,1.5867443577606721,Low GDP
East Asia & Pacific (excluding high income),1980,377947161288.534,1356226475.0,6.06402519158205,7.46746796598252,278.67555180157797,High,1980,1.54149992938728,Low GDP
East Asia & Pacific (excluding high income),1981,403551450432.948,1377473854.0,6.06402519158205,5.57384669204009,292.96487135569834,High,1980,1.5666541976331771,Low GDP
East Asia & Pacific (excluding high income),1982,423850572150.819,1401081634.0,6.06402519158205,6.44440038002556,302.516685584374,High,1980,1.713845960229743,Low GDP
East Asia & Pacific (excluding high income),1983,443839881509.845,1424971585.0,6.06402519158205,7.68134475462799,311.47279439248956,High,1980,1.705107712517484,Low GDP
East Asia & Pacific (excluding high income),1984,480915094642.189,1447871073.0,6.06402519158205,10.0211463697898,332.15325840147443,High,1980,1.6070136584513062,Low GDP
East Asia & Pacific (excluding high income),1985,526600751089.372,1471340337.0,6.06402519158205,7.93235425007713,357.90546744819653,High,1980,1.6209498509678344,Low GDP
East Asia & Pacific (excluding high income),1986,525182739596.105,1496124294.0,6.06402519158205,7.14488232030695,351.02881605644524,High,1980,1.684447600378669,Low GDP
East Asia & Pacific (excluding high income),1987,519033465046.499,1522374575.0,6.06402519158205,9.17649181113762,340.93676652902525,High,1980,1.7545521522023932,Low GDP
East Asia & Pacific (excluding high income),1988,576126858481.928,1549038591.0,6.06402519158205,9.7765818170452,371.92543932039973,High,1980,1.751475388374768,Low GDP
East Asia & Pacific (excluding high income),1989,622836056673.595,1575101307.0,6.06402519158205,5.68618601561212,395.4260299992215,High,1980,1.6825091480241916,Low GDP
East Asia & Pacific (excluding high income),1990,667410241508.278,1600739173.0,6.06402519158205,5.15402586683464,416.93878226111104,High,1990,1.6276963193453842,Low GDP
East Asia & Pacific (excluding high income),1991,724654932688.966,1625498444.0,2.41390623885303,8.09512830095559,445.80475322126233,High,1990,1.5467398697813994,Low GDP
East Asia & Pacific (excluding high income),1992,812994672964.462,1648872786.0,2.38330583983105,11.251155610535,493.0608836941906,High,1990,1.437979967700298,Low GDP
East Asia & Pacific (excluding high income),1993,892446273872.149,1671604370.0,2.63468153816686,11.3145299522452,533.8860617313109,High,1990,1.378613571223064,Low GDP
East Asia & Pacific (excluding high income),1994,1074481772219.03,1694244506.0,2.93314445248657,10.9490357666695,634.195222952684,High,1990,1.3543955978052358,Low GDP
East Asia & Pacific (excluding high income),1995,1325739943462.75,1716602413.0,3.01646156806726,9.93684679035269,772.3046020574072,High,1990,1.3196387487651062,Low GDP
East Asia & Pacific (excluding high income),1996,1523108085146.29,1738632397.0,3.12119458500169,9.10639177797773,876.0380214784932,High,1990,1.2833480736811786,Low GDP
East Asia & Pacific (excluding high income),1997,1576765689230.4,1760512371.0,3.2129923203788,7.39648272520486,895.6288607814616,High,1990,1.2584588920437456,Low GDP
East Asia & Pacific (excluding high income),1998,1441284604894.45,1781546477.0,3.38360539136196,3.00364565702975,809.0075804934781,Medium,1990,1.1947718372494087,Low GDP
East Asia & Pacific (excluding high income),1999,1587766769203.35,1800932833.0,3.47870712039455,6.45131824662897,881.635750156458,High,1990,1.0881757085925203,Low GDP
East Asia & Pacific (excluding high income),2000,1748618348986.43,1819011507.0,3.43334970499077,7.7287822942059,961.301422369963,High,2000,1.0038505417153454,Low GDP
East Asia & Pacific (excluding high income),2001,1862932027297.4,1836260943.0,3.85578728070638,6.9805706585587,1014.52467003618,High,2000,0.9482862496262401,Low GDP
East Asia & Pacific (excluding high income),2002,2063860728539.44,1852659155.0,4.16950098114092,8.15516032067922,1113.9991524989603,High,2000,0.8930218802785994,Low GDP
East Asia & Pacific (excluding high income),2003,2337899791147.23,1868409996.0,4.41684389931735,9.02400838958573,1251.2777153581605,High,2000,0.8501747856582975,Low GDP
East Asia & Pacific (excluding high income),2004,2712364424518.89,1883675167.0,4.41127089940087,9.14914906890947,1439.9321454339108,High,2000,0.8170139869022597,Low GDP
East Asia & Pacific (excluding high income),2005,3140094784139.39,1898853723.0,4.49019174546575,10.0494089212275,1653.6791360518032,High,2000,0.8057947710896407,Low GDP
East Asia & Pacific (excluding high income),2006,3783276519033.74,1914002124.0,4.3836448453094,11.0703093286524,1976.6313065145482,High,2000,0.7977655580582166,Low GDP
East Asia & Pacific (excluding high income),2007,4787054921838.08,1929185103.0,4.36462589942474,12.4517668419081,2481.3870449206347,High,2000,0.7932582106162878,Low GDP
East Asia & Pacific (excluding high income),2008,6062017772754.35,1944305887.0,4.44442036989862,8.64882758953462,3117.8313110535523,High,2000,0.7837912482574261,Low GDP
East Asia & Pacific (excluding high income),2009,6581352893096.84,1959017463.0,4.42509624520043,8.01603787822019,3359.517215848749,High,2000,0.7566492545419079,Low GDP
East Asia & Pacific (excluding high income),2010,8008611577123.89,1973602166.0,4.16370037437203,9.89795112070591,4057.8652147283315,High,2010,0.7444907090141673,Low GDP
East Asia & Pacific (excluding high income),2011,9774259220654.2,1989106668.0,4.11479448813573,8.58482682972522,4913.893949429061,High,2010,0.7855940912055104,Low GDP
East Asia & Pacific (excluding high income),2012,10905337947546.2,2006566431.0,4.05276045051969,7.57914812749354,5434.825271202894,High,2010,0.8777690649217629,Low GDP
East Asia & Pacific (excluding high income),2013,12047512338954.1,2023850158.0,4.05506180796151,7.31754182442093,5952.768929721377,High,2010,0.8613583249963197,Low GDP
East Asia & Pacific (excluding high income),2014,13004689014662.5,2040383789.0,4.05030843985024,7.02297626347401,6373.648469847993,High,2010,0.8169394821373022,Low GDP
East Asia & Pacific (excluding high income),2015,13548904084321.4,2056050896.0,4.12458341898818,6.6614246586106,6589.770764274602,High,2010,0.7678509839405434,Low GDP
East Asia & Pacific (excluding high income),2016,13844122751569.4,2071486140.0,4.04312471702124,6.51009063718404,6683.183867003522,High,2010,0.7507228556466572,Low GDP
East Asia & Pacific (excluding high income),2017,15115625540264.8,2087238522.0,3.9216662036523,6.66672230599954,7241.925338643592,High,2010,0.7604386867874569,Low GDP
East Asia & Pacific (excluding high income),2018,16902110052652.3,2100698838.0,3.81235265554938,6.53713724894706,8045.9463045850935,High,2010,0.6448863346534273,Low GDP
East Asia & Pacific (excluding high income),2019,17503274977303.3,2112289891.0,3.90432643103478,5.88586101772283,8286.398117929211,High,2010,0.5517712863132518,Low GDP
East Asia & Pacific (excluding high income),2020,17805166443182.2,2121866294.0,4.36943697408605,1.34522560098827,8391.276346454937,Low,2020,0.4533659437941262,Low GDP
East Asia & Pacific (excluding high income),2021,21231425978691.4,2128553744.0,4.13328662810016,7.71979646853711,9974.578296901765,High,2020,0.31516830343694124,Low GDP
East Asia & Pacific (excluding high income),2022,21563881384135.8,2133560408.0,4.23491194246921,3.54811147025214,10106.993597781367,Medium,2020,0.23521435688964587,Low GDP
